	Month	Which	Gr	Nutr	Exp/Ref	Method	Ribose-P	OMP	"1,3-diphopshateglycerate"	3-hydroxy-3-methylglutaryl-CoA	3-phosphoglycerate	6-phospho-D-gluconate	acetyl-CoA	aconitate	adenosine	ADP	a-ketoglutarate	alanine	AMP	arginine	asparagine	aspartate	ATP	choline	citrate	citrate/isocitrate	citrulline	CTP	cyclic-AMP	cystathionine	cytidine	cytosine	dATP	dCTP	deoxyadenosine	deoxyguanosine	D-erythrose-4-phosphate	D-gluconate	D-glucono-delta-lactone-6-phosphate	D-glyceraldehdye-3-phosphate	dihydroorotate	dihydroxy-acetone-phosphate	D-sedoheptulose-7-phosphate	dTTP	FAD	FMN	"fructose-1,6-bisphosphate"	fumarate	glutamate	glutamine	glutathione	glutathione disulfide	glycerate	glycine	GMP	GTP	guanine	guanosine	hexose-phosphate	histidine	histidinol	hypoxanthine	inosine	isocitrate	leucine/isoleucine	lysine	malate	methionine	N-acetyl-glucosamine-1-phosphate	N-acetyl-glutamine	NAD+	NADH	NADP+	N-carbamoyl-L-aspartate	nicotinate	ornithine	orotate	pantothenate	phenylalanine	phenylpyruvate	proline	pyridoxine	pyruvate	quinolinate	riboflavin	S-adenosyl-L-methionine	serine	succinate	thiamine	threonine	"trans, trans-farnesyl diphosphate"	trehalose/sucrose	trehalose-6-phosphate	tryptophan	tyrosine	UDP-D-glucose	UDP-N-acetyl-glucosamine	uridine	UTP	valine	xanthine	Arginino-succinate	Carbamyl phosphate	CDP	dGDP	Dimethylglycine	Homoserine	Hydroxyphenylpyruvate	Lactate	N-acetyl-glutamate	Prephenic acid	PRPP
GLU_0.238_pellet_d	12	d	0.238	GLU	exp	pellet	64288.14262	300	22671.07675	300	22687.70697	15794.23026	420.9460983	14643.06373	734.4361207	9476.660396	223795.7828	21656.44531	1735.497105	36448.83201	7671.72997	31416.96596	48789.66787	300	78144.65366	785811.5209	24372.69803	6680.407775	300	1048.470811	300	300	5738.563408	300	300	300	681.0448699	1257.51941	3718.450716	752.2414933	4150.228229	6450.011053	464967.4751	4214.345023	300	300	8553.512955	1564.736635	893689.9724	530444.6207	25448.43458	1085.053728	300	300	300	6537.696163	300	300	166788.736	10028.9767	568.8755244	300	300	12725.37387	91482.29164	789.4528515	398737.0258	6012.231931	2054.597496	300	49933.18369	300	300	300	9833.921701	19264.25296	14463.6986	6179.974153	52048.95056	7177.262613	303105.8147	14799.58363	1669.561039	2406.670019	3900.248635	300	11295.32878	4323.399482	119396.7157	52493.20876	300	5864.597909	1366.663296	13748.56552	5073.336564	623491.5423	91906.49291	300	45445.03557	30338.90022	300	300	300	300	304.1208423	300	633.8809821	300	1680.052163	14414.69508	1660.139336	925.2304836
LEU_0.058_filter_a	12	a	0.058	LEU	exp	filter	24015.03008	300	19407.48588	2955.980146	2167.321743	8418.247496	5059.586042	23560.88279	5156.027607	25261.89437	410185.7668	740858.0708	10182.56686	1056091.002	4758.461353	161414.8809	229761.9529	197025.5034	363173.722	3211097.619	20923.04907	37898.43969	300	10852.0765	2569.778092	1232.649739	10125.48226	1604.421151	2723.848094	300	793.0485059	5275.821051	3842.37782	2707.846283	15230.50595	27418.26035	48188.81412	17674.60664	8767.154261	551.6039939	104346.9144	8075.606044	1359725.525	620470.028	188854.1973	14955.82108	1042.010293	1600.270333	300	49317.08136	645.6241387	1185.493911	64251.13576	433553.659	13194.19096	300	2578.160903	2071.297269	370815.0998	36484.71748	346940.3187	7156.988713	7142.500438	1094.303048	311175.0175	13748.40878	5612.524619	1640.033865	2262.210929	679732.8256	8597.046513	6676.359255	585864.7934	461358.1408	554647.549	45898.08845	16974.74943	4343.016484	4595.168888	4167.81317	30958.27097	2345.648347	79322.70221	343546.8838	8609.853571	24020.98378	13700.11489	185109.1299	274170.5007	496677.2934	166396.9823	300	113084.7864	235863.6686	300	9108.389958	300	300	2393.214532	42306.1734	2033.964748	5312.56825	9184.01884	10692.09969	7558.594297	1889.046873
LEU_0.058_filter_c	12	c	0.058	LEU	exp	filter	32159.44663	300	12992.19064	2252.869859	1817.800798	6762.231838	9209.439428	22845.55406	4528.022068	33785.95366	525636.3506	270798.7859	6566.248653	608705.8908	1228.794479	79185.63938	332258.5561	609.0286009	423287.3707	3837107.816	11165.03996	62992.95618	300	5870.631061	1183.24244	747.3976083	10018.34905	2730.95661	1286.816954	300	793.6169014	4303.385753	3372.281059	4641.890378	19183.58387	31084.08854	64621.2967	27597.03664	2068.568297	300	103295.0772	4610.653118	762792.7297	449991.5086	81924.82221	7461.968166	1412.367603	300	300	72416.28593	460.3778954	2760.38664	83853.76614	196310.5316	3828.936332	300	2286.761348	1277.92371	287837.5359	27998.75404	520320.0862	4355.212823	11921.13686	1716.052457	107994.375	8598.347028	1758.306001	1012.483205	3971.174681	474114.7414	9989.230421	5822.449376	362655.783	378762.3707	533283.7212	38091.39817	14414.44235	4192.118467	4907.494612	2337.39516	13032.86054	1833.027807	47515.65463	170690.2119	21371.88892	24373.13757	21774.63632	118855.6681	189765.7687	735117.0979	227696.5661	309.6954232	193512.8772	88478.44828	680.2810002	5963.506533	300	392.5327853	2075.824774	14154.9973	1138.913097	2957.084007	10560.05433	2942.230772	6544.643218	3392.394206
LEU_0.058_pellet_b	12	b	0.058	LEU	exp	pellet	30521.88394	300	21199.11459	300	14821.53181	4118.536319	429.6965871	13932.75623	7997.927129	3907.125259	231552.7679	589605.8631	5153.081171	586341.875	12265.93006	100005.6808	13722.9634	177543.6831	255949.1146	2304088.691	9457.849821	2779.876186	300	5568.230678	1721.66594	653.9764259	11079.52079	300	1165.274949	300	921.5399607	5447.04927	2632.515811	3389.552293	11052.23075	17375.5692	46791.10491	3262.506685	300	300	59050.15625	1396.037801	1069497.441	638433.6607	141744.1406	10736.2493	1460.197754	931.6506743	390.9159248	6022.110305	300	2046.961001	84929.96836	262525.2158	4006.004116	300	1493.595784	1459.140393	377135.3795	23125.34366	278919.9702	5909.465449	6176.711774	1351.812846	83173.73886	2810.957641	496.0868055	2418.715297	1339.36352	319415.2753	6582.480004	3399.237061	493871.5923	48866.97731	726619.345	15507.00707	11984.82724	1841.300426	551.0946595	760.023455	35762.1317	1713.231346	115862.7567	297765.6101	300	15565.14997	9204.424064	163530.7143	285275.7366	223297.6414	164344.2931	300	13427.82204	186936.622	407.0941779	4059.613095	300	300	300	36569.3285	2256.490711	925.90069	4665.969006	6931.458799	7763.190107	300
LEU_0.058_pellet_d	12	d	0.058	LEU	exp	pellet	34798.10948	300	15622.13627	300	11224.87048	3149.91479	1065.362656	13961.2009	10137.1581	3389.29099	280295.1253	209061.3222	758.1114366	242078.7786	6754.37517	61076.32251	15731.39936	373.0668808	259674.9932	2341392.593	7249.323	2130.911926	300	1848.081475	1114.225241	300	10051.99802	300	771.5703758	300	766.1945634	4683.200146	2069.077622	3926.684942	8318.77915	20349.89277	48618.48278	2305.011691	300	300	41986.54854	1825.781808	624545.098	484625.0681	50178.19819	2788.70331	739.8134987	300	300	6918.479052	728.9611333	2042.731524	74837.07621	121000.9565	2603.094895	300	1675.267703	1744.357267	220094.1653	8115.289477	254230.4671	4376.961635	7861.89981	839.1031438	37591.14584	949.1407209	300	488.9148057	1087.962883	110545.3159	5958.678428	2387.71861	320430.9913	47181.93253	516455.2288	11209.56138	10312.30384	2856.334625	427.0656937	300	10337.59829	556.9912263	74256.1734	149674.6732	300	18573.26857	11262.52958	95963.28124	148376.4297	236188.528	154698.6077	300	14013.28891	68547.41797	432.4618122	2167.182075	300	300	300	11913.69358	1081.022229	518.9521649	5287.850095	1557.895901	6492.378876	300
LEU_0.110_filter_a	12	a	0.11	LEU	exp	filter	38807.59217	300	22777.90397	3949.997538	1696.696735	9206.436008	7359.31058	15977.60991	1989.29722	25453.29132	141802.1183	601582.2654	11388.40503	860678.6765	13102.01057	121291.9796	269614.9554	41442.82103	218458.9286	2001373.074	26103.39909	31663.94378	300	13117.64514	3463.110009	909.4127286	10558.21407	1560.659029	1237.313635	300	1235.651482	3776.036264	4460.713055	4395.195559	14750.48376	50829.28155	57273.14864	17617.74718	7935.621827	300	147527.8449	1688.925453	936922.5664	986306.7227	123008.6769	14173.00749	553.8509765	1760.01616	450.6262109	57990.93028	322.4432076	335.5158389	77088.19591	252148.4682	20003.30117	300	971.0886462	1239.568254	566355.6548	19563.39067	197388.1259	11329.81224	5630.768216	1914.466717	183401.2036	25243.45621	8370.989392	2009.027818	3235.026315	349286.3971	13530.01603	5113.109736	764713.778	238786.5984	327379.5431	52913.65437	13749.53141	2709.913477	4149.058451	2000.287224	32406.97873	3513.226062	120978.0791	398362.3074	14701.455	11791.3737	8966.288076	233076.5756	329571.5424	326976.0548	187098.7942	300	149485.7931	251103.7115	300	4639.752796	300	729.1531678	2526.490899	8128.469259	2610.255513	2156.651361	10242.02118	13001.9192	8761.350555	3846.048341
LEU_0.110_filter_c	12	c	0.11	LEU	exp	filter	31858.90642	300	13852.65542	3011.066496	1398.419521	8860.803135	6712.647408	21384.87274	2321.239715	28121.70185	323372.9979	340219.7695	3639.4492	349879.4917	2238.882136	59423.44858	298817.8487	39876.51633	437915.4846	4107250.945	12913.51996	52399.23538	300	5697.781264	1391.819125	418.0624204	8602.165986	3257.471165	1066.169352	462.1931794	799.6072539	4351.906952	3706.205501	3678.558104	40760.87378	46815.8928	46747.85757	28682.98657	2424.725183	300	95531.96844	3547.362589	570976.7435	630062.4261	49959.73884	2982.509719	1193.665821	314.7980773	300	70261.64118	428.6214466	1363.373856	73983.30007	125581.0616	5600.70414	300	1071.658404	2845.300206	297347.1335	11265.28724	521859.1903	6012.38676	5519.005684	1377.106477	80990.00447	10931.14726	1575.564698	1804.36247	8571.343319	162656.117	18423.73948	8555.859603	410397.8206	252336.1998	286679.211	39166.82089	12966.27419	5454.928986	3198.903965	1798.389696	16275.85513	3712.936913	70832.34892	219061.2441	14241.24118	12662.45267	9754.653099	125770.6339	209019.6735	444995.0798	147354.0743	300	203177.124	160591.1421	526.8404943	2025.55073	300	300	1794.747167	9616.025092	1463.068146	1888.647677	10537.71609	2679.356381	10040.30779	3596.963191
LEU_0.110_pellet_b	12	b	0.11	LEU	exp	pellet	45549.98428	300	17106.37286	300	11340.40962	7343.278974	551.4947787	7066.551633	1279.178353	9841.222444	80949.76308	493544.2983	5179.339034	511461.3722	25357.41649	89542.78865	32731.76056	39783.65641	214096.0017	1865576.566	32101.16796	4697.455186	300	8378.781917	2286.473569	845.2441211	7187.309705	300	881.7126722	300	839.4008857	3303.57045	3702.425497	5246.029013	11258.4633	29122.48982	60826.96194	3418.870571	300	300	146076.3275	1071.257871	1032487.5	1171355.075	97081.05617	5745.748771	553.4248333	936.1448053	300	4920.024304	455.3224451	300	95871.69489	196278.5989	8521.410218	300	614.3380684	1296.055416	416876.261	10812.80374	179127.287	12072.62762	4718.391438	1595.961431	114225.6696	4870.751708	1989.1754	1930.49243	2398.979076	185415.5271	10682.27502	3787.675732	621016.9173	40436.08631	326317.583	26689.57305	11434.27612	1366.365376	633.5144769	1614.046832	33005.49812	3103.920874	218237.3982	341980.0752	300	5825.523159	8703.406586	198295.058	308892.8728	150352.4671	134723.7156	300	25669.25713	216632.8556	300	2055.655007	300	300	300	9281.292835	2547.710035	450.9147318	6221.550948	7748.799857	8188.913571	300
LEU_0.110_pellet_d	12	d	0.11	LEU	exp	pellet	41529.87497	300	16021.7514	318.8627278	6960.164969	3263.926723	980.529418	15550.66083	4012.086368	6327.959425	266586.6777	231002.5062	1994.504083	218514.4462	8300.699135	81693.95947	26355.40365	33611.66589	395422.2666	3624154.01	13869.23877	2628.737248	300	4385.573553	1206.864818	480.8715098	9727.677105	300	710.2187669	300	1055.286731	3536.58022	4816.895632	4564.811932	20455.34589	25230.10456	49685.26688	4216.665076	435.0235353	300	102598.6979	1335.656876	670435.2444	581564.881	61207.49138	2397.844771	1138.428102	300	300	5609.162432	357.3522028	723.1209792	96154.10789	99834.57083	2540.022404	300	765.1405504	2221.44497	246918.4994	6837.457413	384870.943	5474.847886	2682.99221	1123.625363	42957.02048	1552.738536	300	3545.013595	2640.808932	104930.4355	10567.14026	4632.656348	332286.8421	44503.5166	249087.6723	26072.74387	10775.28734	4207.14096	560.435478	300	13108.4863	2011.98605	101396.6988	164668.3545	300	9712.19406	8266.586632	114296.8789	162580.9132	246295.9508	139361.613	300	23408.27263	105086.9361	300	1751.670314	300	300	300	9657.254707	1282.446473	352.3286517	6112.899926	1987.337392	10369.83621	300
LEU_0.160_filter_a	12	a	0.16	LEU	exp	filter	39098.40906	300	17513.53372	4451.506526	970.5580008	9066.781528	6020.679439	12421.25493	655.520051	28725.67803	57431.75389	472407.1138	11002.73014	743428.5908	15843.07541	158647.0825	316544.275	18594.95787	178868.9914	1620562.534	58304.22595	64114.69978	300	16768.33715	3037.250864	1083.647995	6753.78901	2646.971598	1074.083993	300	735.7815913	1380.625622	3806.939482	3328.48519	14845.8164	48862.43225	60188.94288	24087.94885	4788.994022	300	135585.1923	588.3225124	1223315.007	1139776.084	120615.2693	9592.981187	353.9107428	1102.517775	300	68162.18136	1530.220342	1479.302214	75917.70198	319002.1765	17186.16086	300	1734.565615	1117.705207	726273.0183	25161.56684	212606.4406	12939.76489	5272.27502	3079.855884	197617.412	26215.07611	6367.538692	507.4325807	6946.001784	404704.8611	24065.9754	6053.336853	620120.3421	103961.0709	372016.2771	61780.26973	7646.636814	391.2661715	3475.125048	3565.668866	33596.73209	5881.043373	126234.2734	365808.5535	6265.721002	10753.08715	6142.949033	195288.6221	271393.8008	559430.8266	168870.3824	300	232954.4504	161031.8471	300	8213.247114	300	544.3171553	3155.088843	4813.23745	1974.453297	307.1862412	9560.551902	15696.45394	5273.311923	4882.729267
LEU_0.160_filter_c	12	c	0.16	LEU	exp	filter	61292.73351	300	17842.34213	4522.736263	1853.192842	15435.31596	7474.341202	19330.41636	1005.508757	23303.6555	123194.2505	364466.3167	2240.066688	404732.9509	9858.720648	72813.06966	311600.3011	12665.03728	231416.3493	2047709.766	26422.00673	49952.02331	300	7142.200088	1803.611597	487.5007471	9294.47543	1837.411627	1096.961845	300	854.6009461	2345.778052	4804.187139	5318.851344	18724.49087	63398.96647	73893.15186	20831.58391	2458.015903	473.9401776	167525.6429	860.0523789	626199.235	953412.4352	44513.07373	1510.713243	524.2895724	549.3541541	300	73087.3169	428.9460466	825.9424773	99762.3657	122632.7515	12005.69305	300	1338.514185	851.9563039	397164.3311	7449.456787	321297.4447	15196.08714	4296.387545	1844.083373	98103.20438	11295.2301	2234.993776	338.1055633	6488.482666	174831.018	19591.5507	7734.216309	415373.8688	133169.0592	282920.8089	52304.69971	12200.68665	2525.580025	6087.441635	2034.245459	20141.88741	6765.059534	150832.1127	269651.8311	12475.96538	9047.175469	7939.652383	125967.4316	196183.3211	369111.3729	120619.7795	300	218821.753	162294.7673	300	1664.159202	300	300	2382.029279	6586.979548	2221.296438	627.3620219	10720.36743	4524.974314	4907.155291	4368.727875
LEU_0.160_pellet_b	12	b	0.16	LEU	exp	pellet	39481.79159	300	22671.21938	300	12758.18774	2773.544502	300	3453.135491	692.0347768	6045.51824	35171.73869	378349.6094	2595.568848	315833.9355	26841.92861	127274.6989	18562.10098	21184.14612	79883.2418	752453.0111	104735.6079	3696.938134	300	12063.33847	1375.829863	851.5920008	9856.044766	300	601.727162	300	898.5379453	521.7448234	4470.9891	3262.306722	7090.570068	24955.31108	56043.87614	2412.18532	300	300	76163.46639	1309.404357	1118653.809	1341682.389	91054.72414	5596.434148	300	731.3777844	300	5941.06191	705.4661422	754.5419813	90874.52797	276385.8398	12521.80684	300	1382.148806	466.6511537	670314.4531	8148.62493	131103.5482	10107.37864	3426.725134	1647.428322	85927.11789	6668.016052	972.9730547	300	5148.696009	113765.1815	12082.95542	2759.926923	513621.6146	10105.08398	382640.8284	17587.60783	5452.798844	485.6513359	383.4670424	485.6823844	47723.91561	3496.41908	210059.493	295564.8194	300	4811.114884	5019.705868	174506.4168	251029.6061	191366.1743	123738.3606	300	24157.21995	118905.0293	300	4491.984049	300	300	300	4769.136683	2471.930249	300	4600.984573	10370.64387	4181.328773	300
LEU_0.160_pellet_d	12	d	0.16	LEU	exp	pellet	77676.39487	300	19763.76572	300	3923.838424	9034.693656	456.5082091	7143.374761	2667.050425	11629.80754	136023.8078	270140.6331	1747.253529	287369.0755	15158.29748	93453.85133	43302.01111	12198.64934	192520.9798	1696923.828	29613.50148	5500.774892	300	6088.190079	1075.673308	486.6509219	9892.471438	300	517.7118334	300	841.38395	2977.78403	3846.266397	5867.096456	8159.730531	36228.9622	63699.4812	2712.068621	300	300	185258.1055	818.3678305	830621.4359	1045676.888	49150.59611	1503.880755	416.988325	524.5386799	300	6775.177129	405.5483588	529.8910063	111236.5214	66596.50269	3842.520396	300	456.1721643	1367.521159	361929.0365	5457.467016	248747.0541	12547.2936	3143.758265	1465.964349	74189.9292	4124.437459	348.4330688	652.9585396	5369.565582	100336.5214	8289.015453	6312.318929	450181.8522	29383.01545	247889.1439	36864.27358	10362.6536	1570.359452	1233.297014	632.8996977	17923.1542	3790.178045	227254.7608	225186.4746	300	6318.839773	8124.247484	129311.0352	184965.393	172227.3559	76365.18656	300	33438.68306	143939.7787	300	855.8542406	300	300	300	4724.352137	1895.266279	300	10101.78375	6436.571757	6134.533564	635.8057641
LEU_0.220_filter_a	12	a	0.22	LEU	exp	filter	49720.6477	300	28109.31532	2500.522433	2641.287825	8903.519355	5629.754469	11225.2438	700.1125389	23907.35677	44731.37681	382801.3455	3852.560531	409772.9058	18933.02375	100194.3197	284606.4561	5344.358741	135014.6484	1225851.867	43167.94976	56471.82481	300	5181.952244	1696.592511	565.6622344	8907.835219	2465.761184	761.2400424	300	1035.583475	1176.83097	5776.342604	4285.454135	16326.85784	60419.87576	64803.34473	23580.97263	2795.789846	525.3134461	152444.7863	483.7818542	861775.1953	1016284.657	60595.69499	4089.289432	300	595.4325253	475.0843427	63161.41086	836.0351757	1838.210816	80861.05144	158956.3205	19284.53776	300	848.6345188	1185.792075	1017592.817	11506.03875	203226.5463	19113.40807	4536.345588	767.6131909	154810.4818	25431.47311	9853.737386	566.5585559	12243.10777	167922.0757	32080.63897	11026.1773	462898.4158	65897.24935	305730.4796	86293.07319	8017.04339	575.599333	6082.419671	1581.069269	33993.05217	7011.663819	130946.8479	266538.0154	3304.055193	7501.910994	5985.402934	132156.92	178721.3596	416118.2075	116418.4652	300	275805.5068	149048.8173	300	4538.637627	300	537.6494076	2337.688955	5460.665384	2033.200794	300	10563.84311	17100.92774	3510.503048	5267.389085
LEU_0.220_filter_c	12	c	0.22	LEU	exp	filter	53010.7303	300	25256.88175	3105.099374	2666.434281	12582.83843	7695.756022	9841.478889	1385.014231	21950.10609	46251.22493	355574.3152	3089.019436	397973.3121	15100.50938	110646.4048	323674.0452	5143.080346	129044.3119	1154597.646	55071.3168	60181.15596	300	6201.416619	1938.287542	597.0834803	9468.901611	1939.153488	874.2029778	300	649.8276701	1214.868597	5379.182039	4999.078746	22002.34918	72203.27691	84198.69069	28197.37112	2084.805863	300	166443.8369	538.131116	770398.3604	920785.2044	48270.08825	2368.380681	453.7106642	333.3977614	300	74033.7541	934.8804991	924.7773794	84482.61236	143307.2724	15944.43058	300	867.6319898	1308.924169	864838.696	8231.939923	286275.7716	13744.01313	5195.709229	758.1364373	118137.6881	17239.92784	3675.866473	510.8839037	14001.54833	160178.8002	38947.39583	9621.052157	387409.4715	63062.02498	321335.1369	55211.77662	9421.376167	783.6150182	5583.033056	784.8930734	26490.496	6659.144272	143789.8703	247719.3721	2310.827901	4766.547459	5780.056725	124090.965	195573.5773	491559.0568	131735.0406	300	307352.1268	130487.324	300	3428.796839	300	300	3290.568184	6854.589844	1828.652842	352.6291151	14156.41367	9955.343963	4126.368656	2943.675326
LEU_0.220_pellet_b	12	b	0.22	LEU	exp	pellet	52246.79598	300	32564.03876	300	8908.685472	4967.510223	300	5207.022433	486.4369778	6608.073765	27228.43696	323553.5373	4289.964633	316407.0639	22734.98874	111391.6286	32438.11069	6140.296089	70417.19564	632005.9461	94184.7602	3977.972073	300	8728.693644	1222.721354	442.5881466	13216.55952	300	1144.370284	759.355733	1341.242113	770.8063764	5289.763388	4526.967451	8238.18885	25348.47208	63700.89519	2223.485353	300	300	166723.3643	1350.9663	931209.4184	1395376.042	67753.71501	3337.726084	406.9869118	404.1516664	300	4419.656669	324.4798031	924.8883323	111487.8418	132681.9308	9034.999424	300	597.4498961	971.709474	886090.1476	6397.623358	129102.7073	10927.36409	4462.899018	2281.66824	78896.00695	6856.826782	351.0830583	1405.142424	8216.563924	109302.7344	16762.34572	6820.723809	429296.0286	8816.582234	265885.3245	43880.89328	5140.163422	367.7439664	862.2551091	834.7440403	50778.40305	5184.672801	239461.0297	247609.4618	300	3817.066447	4378.225877	114704.5654	171636.1817	167066.2164	85046.639	300	37950.63883	110846.0694	300	6182.50885	300	300	300	4702.112155	2188.65507	300	7128.316074	14392.5354	3007.519509	300
LEU_0.220_pellet_d	12	d	0.22	LEU	exp	pellet	57670.15058	300	26159.79785	300	11244.16738	5748.804839	1738.281049	5271.861866	1301.689888	14227.45027	19674.65385	235961.1077	4729.200428	178103.9914	13527.26124	72407.07638	64800.14568	4136.932876	77736.9753	656281.9823	72801.50191	13573.121	300	4144.177528	1020.402456	402.3048829	8905.509844	300	440.5551277	300	1684.555205	636.3991059	6050.47684	5821.704182	12408.97116	36971.04089	72085.8782	6357.066542	300	300	174557.9362	2069.527664	551700.1238	938592.5743	38513.64867	1241.840868	794.8700607	300	300	8662.324589	575.1029155	793.7866495	133719.0388	104316.2516	9000.830078	300	1006.60622	411.2569023	697365.3259	3228.735916	137696.6275	8268.374201	3905.235567	1675.856073	62765.00232	4795.823343	476.4127076	300	9266.429939	60856.64578	27845.45238	5977.267849	281208.127	6972.12897	216259.6948	25606.98033	5012.453428	370.1387363	735.0262884	300	19661.34521	5585.94169	192857.9053	184003.4911	300	3021.824077	8416.791557	89198.19771	142966.8678	275999.5307	169150.3687	300	74049.88397	75047.84576	300	1843.546388	300	300	300	300	1208.489406	300	6344.987544	7178.064569	4315.264187	342.4152136
LEU_0.286_filter_a	12	a	0.286	LEU	exp	filter	65111.88291	300	35346.48046	2632.665623	2473.79344	10326.09893	5664.694276	10108.4103	434.7502835	19750.24531	40628.67172	233608.0447	5576.411996	231511.9101	13118.64882	112382.345	309467.6205	3941.136323	169835.7649	1506967.169	22201.30287	53861.08105	374.471388	6212.124376	1480.758092	890.093737	14814.42469	732.5015064	373.5030502	300	1134.252832	1157.368561	5484.250675	5822.028936	24972.55349	88838.19967	70725.41102	20078.57994	4465.85159	463.1424883	205068.477	424.1328671	1061626.807	703508.371	65620.27955	2931.355452	334.4794578	671.3949795	300	79271.282	386.9305527	883.1611912	87140.61402	78881.06802	17690.04142	300	500.0565033	1651.925304	1279036.772	6211.585502	202748.7136	17961.69993	4927.312766	748.3780518	192837.0231	31663.2334	12703.90154	1099.397793	17717.26123	99787.24586	43073.20533	11450.583	258672.013	41472.52447	276470.0176	98273.68851	7895.815684	802.0232418	7311.764048	4196.140519	30753.13206	10478.99861	157655.6916	193873.8705	1733.338701	5996.752636	5448.798514	71815.41793	89049.61252	298385.5484	69602.67712	300	307068.066	99720.78941	300	5613.111822	300	947.3767028	2813.120843	384.9030237	1055.278757	300	10195.36584	17075.70183	2699.793339	5933.604437
LEU_0.286_filter_c	12	c	0.286	LEU	exp	filter	63283.73281	300	33342.66079	1449.201056	3467.509272	10620.56743	7921.35124	9346.590078	496.8466592	22622.66612	43063.91766	206940.2212	1360.339818	215118.7442	11152.03286	71502.29693	305791.6549	2221.617601	140075.553	1324302.247	20430.3283	58600.82367	300	4189.655844	1741.506078	300	12537.24891	1855.428448	421.5462787	300	1572.438557	1416.000629	5263.256745	6607.899366	23996.93937	82468.76756	91141.07561	19565.82416	1356.96897	965.9934626	218335.7327	300	702596.4419	670671.5356	32227.59027	1734.043599	462.5717318	300	300	62748.90493	300	429.0449506	103402.5222	68120.78652	12244.88383	300	300	957.2264446	943437.5469	5199.609466	239757.6135	14062.54791	5655.097419	470.2483913	91490.70254	16457.68742	872.6841273	661.9692558	16398.52309	75254.76797	42814.66819	11992.79191	219333.386	40800.76003	245902.0482	66652.88653	9359.355798	566.5657011	7222.476482	842.1629143	23697.51873	6827.623735	149283.4651	167718.1355	2316.002594	5321.583678	6108.540349	54028.69557	75700.20336	353010.5454	97220.38419	300	312254.8807	86686.36763	300	2971.651158	300	300	2962.671401	4014.402239	802.6763228	300	12733.5356	11321.43171	4102.537051	4507.72952
LEU_0.286_pellet_b	12	b	0.286	LEU	exp	pellet	69670.92593	300	34664.20717	300	5324.093264	9631.831517	1364.495975	9159.472757	2323.352026	18493.89749	22181.44652	163480.1569	7859.8673	176056.9412	17250.12257	86291.73096	66759.89101	3990.467062	97624.49846	824167.6698	30032.43875	11699.96644	300	3272.512278	1171.730428	598.4158577	9777.895728	442.7211535	582.7323614	300	735.4046046	1190.7561	5453.558123	6625.762764	16546.96422	53042.81764	80168.43975	3544.330462	300	300	242144.6309	799.3603288	847095.499	808929.4753	40834.30105	602.7690053	300	456.7163873	325.0396725	13994.28449	300	300	151171.1067	73919.08115	13426.52111	300	377.7170206	2059.600202	1079879.527	3634.808375	114644.8592	11050.24213	5067.318512	943.4657275	84475.3424	5386.236698	682.751307	300	8816.116295	55977.38877	32463.64616	8220.758484	218280.1569	7287.362156	205573.1031	51075.23952	5066.732073	410.1068065	533.1160465	575.6767947	34609.24238	8895.313102	309371.2963	180412.5643	300	3770.606674	5344.755296	64185.53241	64765.4321	183925.4019	75501.626	300	72229.82574	80335.21252	300	3261.677859	300	300	300	2887.772723	891.2365947	300	8456.583759	11864.82848	2823.790499	1241.240409
LEU_0.286_pellet_d	12	d	0.286	LEU	exp	pellet	67800.59535	300	36543.3859	300	6649.185394	4961.048317	448.7658967	5306.851711	453.977254	8331.426826	23498.2446	138082.0827	1757.786006	108546.3027	10275.97877	74723.55967	40951.91777	300	57670.49737	536933.1533	23957.04974	8416.674302	300	3722.195849	446.0849251	300	13457.39335	300	645.4419972	300	1395.397698	1012.021387	7746.4255	3953.787294	14765.58601	34122.08558	69115.89989	3966.0423	300	300	185337.0114	1141.290045	634151.1702	633240.8822	25943.05354	1208.246226	300	587.8380025	300	9424.539649	300	383.4083214	127567.9237	51992.0589	4778.455042	300	300	908.7539988	732513.9146	2806.380711	116361.2815	7823.347881	4654.299286	413.0405605	43085.09919	3194.066278	300	300	8613.688954	35044.28369	25822.52443	6463.932694	203018.3706	5729.617172	149561.1883	32696.67326	4211.356156	822.8794243	803.9068917	300	18057.69837	7126.138117	240359.6322	117725.7845	300	4229.399102	5445.726132	56865.28581	62402.26659	163273.3636	80229.33063	300	53863.58588	57068.22756	300	2101.039557	300	300	300	300	1111.996799	300	6217.491822	7422.460235	3007.48939	547.5575441
